ScanID,QRType,MachineID,MachineName,TechID,TechName,ScanDateTime,LinkedWOID,Action,CellID
SC-001628,Machine QR,MC-008,VMC MC-01,TECH-01,Arun Kumar,2026-08-15T10:15:00,,Request Spare,CELL-02
SC-001629,Technician QR,,,TECH-03,Mohammed Rafi,2026-08-15T11:33:00,,Open My PM List,
SC-001630,Machine QR,MC-009,VMC MC-02,TECH-10,Naveen Raj,2026-08-16T09:24:00,,View Last PM,CELL-02
SC-001631,Technician QR,,,TECH-07,Ramesh Chandran,2026-08-16T11:20:00,,Open My PM List,
SC-001632,Machine QR,MC-005,Chip Conveyor CC-01,TECH-10,Naveen Raj,2026-08-16T19:09:00,,Request Spare,CELL-01
SC-001633,Machine QR,MC-024,Paint Booth PB-01,TECH-02,Suresh Babu,2026-08-17T09:05:00,,View Last PM,CELL-06
SC-001634,Technician QR,,,TECH-06,Deepak Nair,2026-08-17T09:33:00,,Open My PM List,
SC-001635,Technician QR,,,TECH-06,Deepak Nair,2026-08-17T21:30:00,,Open My PM List,
SC-001636,Technician QR,,,TECH-08,Karthik V,2026-08-17T21:41:00,,Open My PM List,
SC-001637,Machine QR,MC-003,CNC Lathe TL-03,TECH-05,Prakash R,2026-08-18T09:45:00,,Record Spare Replaced,CELL-01
SC-001638,Technician QR,,,TECH-03,Mohammed Rafi,2026-08-18T12:40:00,,Open My PM List,
SC-001639,Technician QR,,,TECH-10,Naveen Raj,2026-08-18T13:26:00,,Open My PM List,
SC-001640,Machine QR,MC-032,Hyd Press HP-02,TECH-07,Ramesh Chandran,2026-08-18T22:59:00,,Log Abnormality,CELL-08
SC-001641,Machine QR,MC-032,Hyd Press HP-02,TECH-04,Vignesh S,2026-08-19T14:33:00,WO-00257,Start PM Checklist,CELL-08
SC-001642,Technician QR,,,TECH-02,Suresh Babu,2026-08-21T07:43:00,,Open My PM List,
SC-001643,Machine QR,MC-026,Paint Chiller CH-02,TECH-06,Deepak Nair,2026-08-21T13:32:00,,View Last PM,CELL-06
SC-001644,Machine QR,MC-013,Deburring Unit DB-01,TECH-07,Ramesh Chandran,2026-08-21T17:15:00,,Record Spare Replaced,CELL-03
SC-001645,Technician QR,,,TECH-03,Mohammed Rafi,2026-08-21T17:43:00,,Open My PM List,
SC-001646,Machine QR,MC-014,Sealed Quench SQ-01,TECH-04,Vignesh S,2026-08-21T18:07:00,,Request Spare,CELL-04
SC-001647,Technician QR,,,TECH-02,Suresh Babu,2026-08-23T15:44:00,,Open My PM List,
SC-001648,Technician QR,,,TECH-03,Mohammed Rafi,2026-08-23T17:49:00,,Open My PM List,
SC-001649,Technician QR,,,TECH-07,Ramesh Chandran,2026-08-23T18:03:00,,Open My PM List,
SC-001650,Machine QR,MC-033,Press Feeder PF-01,TECH-09,Sathish Kumar,2026-08-24T09:25:00,WO-00258,Start PM Checklist,CELL-08
SC-001651,Technician QR,,,TECH-05,Prakash R,2026-08-24T13:42:00,,Open My PM List,
SC-001652,Machine QR,MC-013,Deburring Unit DB-01,TECH-06,Deepak Nair,2026-08-25T06:40:00,,View Last PM,CELL-03
SC-001653,Technician QR,,,TECH-07,Ramesh Chandran,2026-08-25T07:52:00,,Open My PM List,
SC-001654,Technician QR,,,TECH-05,Prakash R,2026-08-25T16:48:00,,Open My PM List,
SC-001655,Technician QR,,,TECH-04,Vignesh S,2026-08-25T19:04:00,,Open My PM List,
SC-001656,Machine QR,MC-030,Weld Compressor AC-02,TECH-07,Ramesh Chandran,2026-08-26T07:54:00,,Record Spare Replaced,CELL-07
SC-001657,Machine QR,MC-005,Chip Conveyor CC-01,TECH-03,Mohammed Rafi,2026-08-26T10:20:00,,View Last PM,CELL-01
SC-001658,Technician QR,,,TECH-03,Mohammed Rafi,2026-08-26T13:13:00,,Open My PM List,
SC-001659,Technician QR,,,TECH-03,Mohammed Rafi,2026-08-27T22:00:00,,Open My PM List,
